num1,num2,numsum
98,912,1010
49,8,57
26,72,98
374,878,1252
472,303,775
432,615,1047
672,371,1043
447,682,1129
292,930,1222
16,554,570
328,416,744
339,719,1058
671,232,903
48,428,476
204,549,753
859,208,1067
631,912,1543
869,2,871
600,19,619
287,696,983
387,471,858
997,731,1728
198,462,660
526,53,579
523,305,828
268,804,1072
880,342,1222
301,194,495
885,712,1597
628,947,1575
366,482,848
320,666,986
329,669,998
45,873,918
939,50,989
261,342,603
349,305,654
235,374,609
528,47,575
900,66,966
750,813,1563
252,758,1010
976,552,1528
414,241,655
269,23,292
354,849,1203
439,270,709
270,799,1069
531,255,786
738,867,1605
644,509,1153
550,116,666
565,539,1104
421,627,1048
398,770,1168
814,245,1059
753,496,1249
785,534,1319
681,222,903
98,121,219
476,785,1261
475,248,723
438,619,1057
744,871,1615
151,149,300
974,909,1883
112,337,449
273,432,705
384,35,419
94,627,721
929,567,1496
65,370,435
629,66,695
655,325,980
880,241,1121
488,75,563
785,802,1587
171,736,907
53,472,525
394,233,627
177,9,186
280,712,992
648,500,1148
917,695,1612
110,487,597
313,472,785
570,902,1472
913,326,1239
42,218,260
702,295,997
159,929,1088
635,571,1206
850,682,1532
300,619,919
632,382,1014
930,458,1388
357,938,1295
987,985,1972
284,564,848
580,265,845
385,402,787
764,533,1297
418,209,627
163,6,169
417,583,1000
928,86,1014
249,65,314
779,750,1529
124,983,1107
852,372,1224
303,19,322
230,477,707
0,892,892
281,890,1171
207,45,252
375,672,1047
635,857,1492
591,912,1503
408,280,688
83,433,516
683,184,867
540,427,967
881,960,1841
639,150,789
343,709,1052
428,873,1301
195,908,1103
924,512,1436
618,268,886
864,531,1395
540,168,708
251,599,850
303,472,775
210,816,1026
220,818,1038
841,238,1079
41,4,45
80,503,583
87,688,775
395,690,1085
451,263,714
167,183,350
904,285,1189
98,468,566
120,822,942
589,758,1347
669,307,976
302,113,415
621,221,842
323,354,677
654,612,1266
657,907,1564
523,148,671
855,139,994
863,571,1434
404,799,1203
632,435,1067
664,743,1407
822,377,1199
146,456,602
299,532,831
309,914,1223
189,283,472
57,708,765
809,411,1220
190,145,335
284,771,1055
33,591,624
547,683,1230
739,55,794
364,276,640
574,328,902
492,395,887
500,119,619
50,647,697
671,151,822
596,83,679
994,705,1699
311,602,913
361,599,960
981,195,1176
189,661,850
468,710,1178
121,797,918
933,83,1016
926,979,1905
521,988,1509
355,524,879
328,145,473
33,93,126
823,786,1609
469,81,550
275,676,951
231,942,1173
88,116,204
532,96,628
234,66,300
818,982,1800
601,637,1238
670,722,1392
868,826,1694
990,687,1677
238,493,731
265,833,1098
473,829,1302
674,299,973
642,973,1615
517,387,904
595,893,1488
933,854,1787
313,117,430
563,197,760
463,206,669
874,545,1419
967,111,1078
90,204,294
346,707,1053
678,711,1389
271,132,403
710,884,1594
47,613,660
60,804,864
836,340,1176
856,221,1077
852,653,1505
123,373,496
486,532,1018
153,284,437
772,1,773
231,414,645
678,735,1413
667,595,1262
244,752,996
856,360,1216
639,675,1314
593,974,1567
755,694,1449
924,222,1146
282,281,563
906,627,1533
319,347,666
426,508,934
442,193,635
890,323,1213
483,729,1212
960,331,1291
544,533,1077
460,908,1368
217,142,359
380,793,1173
131,77,208
345,570,915
865,816,1681
681,278,959
25,940,965
2,703,705
402,267,669
653,256,909
469,518,987
591,10,601
720,54,774
501,277,778
639,697,1336
442,970,1412
335,30,365
361,765,1126
548,621,1169
898,714,1612
204,938,1142
207,613,820
667,726,1393
729,542,1271
858,874,1732
835,940,1775
9,438,447
334,807,1141
810,979,1789
747,460,1207
788,277,1065
137,86,223
839,261,1100
71,264,335
747,429,1176
553,765,1318
323,603,926
926,127,1053
333,5,338
331,307,638
677,888,1565
555,272,827
23,322,345
728,984,1712
27,657,684
983,964,1947
581,716,1297
925,460,1385
294,710,1004
591,38,629
209,99,308
539,674,1213
907,392,1299
340,406,746
296,808,1104
792,655,1447
268,873,1141
287,563,850
690,723,1413
54,459,513
608,13,621
719,468,1187
734,462,1196
908,157,1065
391,843,1234
441,706,1147
962,425,1387
287,767,1054
581,511,1092
824,312,1136
255,405,660
394,632,1026
90,246,336
408,642,1050
55,808,863
920,807,1727
645,32,677
968,391,1359
454,300,754
575,467,1042
602,37,639
121,882,1003
620,292,912
594,93,687
904,706,1610
616,654,1270
360,902,1262
0,618,618
797,542,1339
778,530,1308
250,485,735
623,288,911
781,750,1531
992,338,1330
972,151,1123
679,63,742
718,698,1416
813,646,1459
547,22,569
928,458,1386
862,537,1399
588,842,1430
813,382,1195
84,589,673
846,637,1483
287,136,423
746,470,1216
55,902,957
349,385,734
83,49,132
967,425,1392
98,619,717
180,539,719
765,846,1611
279,536,815
917,291,1208
991,331,1322
225,624,849
433,402,835
464,600,1064
525,518,1043
124,985,1109
229,648,877
321,795,1116
243,605,848
665,834,1499
191,716,907
437,24,461
110,679,789
953,720,1673
865,324,1189
520,14,534
825,665,1490
555,745,1300
514,900,1414
754,961,1715
705,971,1676
824,919,1743
789,11,800
337,611,948
900,721,1621
340,748,1088
742,795,1537
661,307,968
246,20,266
886,172,1058
221,960,1181
913,9,922
916,968,1884
807,195,1002
380,875,1255
635,669,1304
516,290,806
727,57,784
121,778,899
458,374,832
481,884,1365
814,404,1218
227,363,590
247,398,645
590,505,1095
938,36,974
111,469,580
90,350,440
382,34,416
390,116,506
435,443,878
111,59,170
345,653,998
850,243,1093
574,784,1358
165,413,578
713,830,1543
534,287,821
313,934,1247
917,754,1671
695,677,1372
170,221,391
591,466,1057
828,253,1081
157,422,579
194,73,267
601,326,927
268,112,380
261,963,1224
817,196,1013
546,271,817
483,401,884
30,578,608
821,648,1469
994,990,1984
789,555,1344
284,161,445
324,115,439
773,199,972
619,901,1520
346,440,786
516,719,1235
567,203,770
517,910,1427
49,376,425
84,650,734
515,876,1391
884,122,1006
966,511,1477
987,847,1834
591,975,1566
478,833,1311
308,49,357
348,477,825
737,885,1622
869,744,1613
38,772,810
146,475,621
532,295,827
634,658,1292
615,50,665
956,313,1269
5,756,761
412,303,715
499,790,1289
211,606,817
236,823,1059
709,328,1037
775,136,911
845,320,1165
291,93,384
206,146,352
392,635,1027
816,8,824
512,276,788
965,182,1147
868,588,1456
461,427,888
243,11,254
18,577,595
327,175,502
920,111,1031
173,4,177
241,242,483
668,496,1164
565,269,834
60,642,702
442,11,453
320,603,923
243,187,430
209,139,348
418,924,1342
900,162,1062
13,325,338
378,586,964
937,76,1013
80,583,663
372,509,881
343,101,444
208,796,1004
643,945,1588
677,21,698
487,74,561
401,627,1028
309,932,1241
445,258,703
172,190,362
28,499,527
467,152,619
245,471,716
274,342,616
125,398,523
941,965,1906
608,273,881
50,558,608
668,106,774
831,124,955
76,909,985
785,242,1027
913,219,1132
199,253,452
26,961,987
915,604,1519
964,845,1809
654,201,855
598,264,862
535,241,776
582,129,711
547,341,888
545,506,1051
952,439,1391
91,591,682
702,184,886
263,80,343
399,23,422
728,375,1103
868,747,1615
700,591,1291
29,184,213
633,615,1248
982,669,1651
96,116,212
339,403,742
940,713,1653
686,686,1372
603,16,619
408,127,535
479,523,1002
566,179,745
936,823,1759
954,731,1685
910,769,1679
217,746,963
553,589,1142
939,293,1232
20,961,981
660,961,1621
660,729,1389
722,479,1201
952,333,1285
784,645,1429
581,360,941
140,173,313
230,772,1002
856,878,1734
275,252,527
853,745,1598
512,258,770
504,464,968
408,383,791
510,875,1385
671,837,1508
974,576,1550
826,906,1732
456,753,1209
443,954,1397
44,519,563
81,614,695
885,413,1298
337,479,816
485,802,1287
76,964,1040
414,559,973
510,697,1207
871,892,1763
242,189,431
654,880,1534
765,442,1207
125,38,163
86,182,268
520,373,893
736,280,1016
57,602,659
175,921,1096
344,470,814
814,828,1642
92,728,820
672,82,754
23,848,871
207,475,682
526,205,731
997,992,1989
834,337,1171
662,601,1263
856,477,1333
15,478,493
236,750,986
637,845,1482
558,798,1356
693,636,1329
436,497,933
916,141,1057
96,106,202
534,676,1210
654,154,808
642,490,1132
754,966,1720
226,332,558
417,530,947
30,63,93
647,943,1590
600,387,987
278,193,471
401,685,1086
205,116,321
51,22,73
625,834,1459
448,417,865
11,298,309
980,281,1261
407,896,1303
305,964,1269
158,608,766
307,413,720
926,304,1230
52,334,386
605,781,1386
978,346,1324
602,436,1038
592,154,746
426,859,1285
813,796,1609
956,195,1151
621,20,641
259,74,333
131,894,1025
600,873,1473
79,844,923
428,533,961
414,995,1409
849,670,1519
263,408,671
432,890,1322
354,580,934
425,963,1388
324,829,1153
498,776,1274
975,319,1294
543,421,964
832,390,1222
242,532,774
277,39,316
876,730,1606
777,605,1382
258,647,905
71,777,848
414,254,668
615,983,1598
195,156,351
871,985,1856
997,434,1431
893,742,1635
82,897,979
256,957,1213
780,824,1604
762,196,958
3,817,820
673,973,1646
586,701,1287
918,222,1140
909,752,1661
673,235,908
785,102,887
270,793,1063
301,368,669
108,233,341
254,943,1197
486,513,999
484,433,917
863,363,1226
718,248,966
689,201,890
530,100,630
416,592,1008
254,188,442
847,858,1705
160,22,182
175,690,865
870,430,1300
475,296,771
33,69,102
772,650,1422
772,98,870
445,476,921
677,994,1671
740,63,803
895,790,1685
142,257,399
798,453,1251
248,903,1151
566,453,1019
789,664,1453
406,226,632
910,608,1518
720,750,1470
543,286,829
741,369,1110
52,141,193
718,335,1053
795,136,931
260,954,1214
527,664,1191
875,637,1512
551,110,661
541,184,725
323,281,604
284,413,697
748,257,1005
404,367,771
173,849,1022
454,975,1429
260,767,1027
191,657,848
635,48,683
876,579,1455
543,925,1468
749,295,1044
111,940,1051
525,90,615
607,769,1376
586,895,1481
593,942,1535
639,290,929
789,658,1447
720,224,944
918,840,1758
309,224,533
607,117,724
843,602,1445
421,943,1364
820,381,1201
206,914,1120
203,170,373
190,739,929
747,650,1397
310,566,876
140,47,187
615,375,990
88,754,842
144,110,254
87,670,757
900,63,963
602,768,1370
305,852,1157
507,830,1337
727,447,1174
129,138,267
708,546,1254
875,881,1756
839,909,1748
319,716,1035
661,856,1517
850,793,1643
425,684,1109
122,926,1048
912,502,1414
405,205,610
266,598,864
656,915,1571
475,349,824
848,985,1833
530,196,726
376,654,1030
350,985,1335
454,226,680
734,906,1640
116,313,429
410,25,435
378,781,1159
63,914,977
949,795,1744
648,237,885
853,921,1774
388,810,1198
458,506,964
484,908,1392
799,102,901
830,471,1301
38,398,436
816,300,1116
906,951,1857
51,916,967
17,854,871
248,320,568
83,84,167
709,34,743
428,413,841
932,858,1790
574,298,872
447,498,945
105,697,802
94,807,901
445,673,1118
949,936,1885
176,793,969
503,363,866
140,800,940
869,667,1536
54,789,843
123,969,1092
649,581,1230
740,116,856
807,918,1725
611,393,1004
757,317,1074
935,527,1462
687,195,882
663,829,1492
755,112,867
628,630,1258
571,336,907
426,105,531
930,280,1210
764,548,1312
248,561,809
693,279,972
964,804,1768
449,698,1147
368,177,545
280,187,467
56,728,784
568,906,1474
983,953,1936
86,675,761
690,43,733
96,248,344
963,354,1317
202,97,299
361,484,845
954,437,1391
744,120,864
534,131,665
507,746,1253
864,602,1466
296,605,901
86,605,691
983,18,1001
150,771,921
490,15,505
818,453,1271
824,988,1812
125,790,915
888,265,1153
552,770,1322
253,818,1071
931,102,1033
654,262,916
272,537,809
474,577,1051
239,215,454
282,894,1176
366,163,529
579,594,1173
622,453,1075
101,594,695
441,863,1304
235,853,1088
184,844,1028
893,623,1516
233,999,1232
312,201,513
764,287,1051
420,111,531
195,133,328
909,86,995
795,624,1419
683,433,1116
417,477,894
866,503,1369
918,952,1870
15,805,820
462,339,801
531,33,564
197,832,1029
811,670,1481
678,573,1251
821,618,1439
857,407,1264
588,171,759
446,795,1241
206,442,648
590,267,857
500,282,782
838,819,1657
34,199,233
385,455,840
112,839,951
627,539,1166
151,125,276
902,589,1491
66,206,272
948,931,1879
478,377,855
996,403,1399
246,348,594
203,314,517
425,676,1101
531,407,938
713,885,1598
264,186,450
330,248,578
537,889,1426
975,388,1363
217,397,614
100,31,131
899,517,1416
441,681,1122
456,99,555
815,838,1653
317,19,336
682,9,691
801,246,1047
119,849,968
140,456,596
247,706,953
941,994,1935
919,550,1469
490,880,1370
330,164,494
57,297,354
296,206,502
128,992,1120
92,783,875
933,54,987
614,374,988
620,478,1098
638,595,1233
650,224,874
310,666,976
268,361,629
902,751,1653
509,264,773
232,376,608
427,893,1320
882,399,1281
232,854,1086
26,846,872
579,115,694
846,935,1781
121,75,196
883,989,1872
105,832,937
784,712,1496
862,712,1574
734,978,1712
599,436,1035
170,95,265
872,693,1565
60,950,1010
950,958,1908
389,466,855
576,574,1150
486,464,950
10,538,548
444,843,1287
990,695,1685
42,448,490
376,43,419
640,19,659
707,305,1012
690,843,1533
236,13,249
140,397,537
184,659,843
377,869,1246
288,744,1032
307,921,1228
272,920,1192
566,94,660
885,505,1390
140,108,248
124,359,483
212,261,473
292,407,699
212,457,669
137,321,458
505,782,1287
749,715,1464
750,781,1531
638,937,1575
340,357,697
350,631,981
134,530,664
564,213,777
803,247,1050
162,543,705
755,859,1614
192,932,1124
563,523,1086
889,390,1279
174,362,536
180,557,737
502,348,850
560,260,820
418,892,1310
589,113,702
761,693,1454
564,466,1030
408,242,650
293,667,960
529,793,1322
815,946,1761
275,550,825
699,384,1083
989,725,1714
382,321,703
265,363,628
599,531,1130
637,654,1291
966,183,1149
210,412,622
550,581,1131
386,890,1276
465,418,883
269,860,1129
798,193,991
205,687,892
120,374,494
262,170,432
12,24,36
328,741,1069
584,463,1047
185,88,273
54,392,446
144,899,1043
577,692,1269
140,279,419
485,649,1134
675,736,1411
79,900,979
294,834,1128
826,863,1689
525,706,1231
872,150,1022
182,914,1096
325,150,475
406,769,1175
325,742,1067
764,333,1097
748,53,801
717,781,1498
348,333,681
839,116,955
651,112,763
357,182,539
127,579,706
135,373,508
161,240,401
147,809,956
128,58,186
359,951,1310
749,244,993
932,869,1801
200,301,501
12,522,534
256,13,269
835,580,1415
828,653,1481
245,363,608
336,327,663
377,192,569
912,953,1865
610,944,1554
805,626,1431
483,425,908
709,455,1164
59,314,373
483,413,896
158,559,717
263,476,739
299,481,780
528,382,910
157,48,205
447,727,1174
942,429,1371
125,786,911
928,136,1064
721,65,786
370,518,888
862,90,952
181,332,513
161,548,709
12,120,132
444,433,877
830,860,1690
57,345,402
949,258,1207
531,494,1025
295,870,1165
430,252,682
453,377,830
619,881,1500
339,774,1113
627,881,1508
607,968,1575
882,251,1133
87,401,488
320,275,595
848,727,1575
252,188,440
9,651,660
29,533,562
102,604,706
712,722,1434
591,670,1261
677,600,1277
325,879,1204
792,689,1481
787,770,1557
690,69,759
980,123,1103
495,884,1379
830,595,1425
889,920,1809
137,441,578
963,464,1427
229,697,926
321,287,608
650,604,1254
868,868,1736
837,984,1821
592,278,870
137,103,240
630,147,777
338,103,441
546,175,721
531,913,1444
116,557,673
115,938,1053
746,560,1306
943,89,1032
679,81,760
762,862,1624
330,111,441
645,395,1040
181,959,1140
555,65,620
814,279,1093
400,702,1102
41,702,743
646,841,1487
173,489,662
484,583,1067
310,396,706
722,267,989
526,711,1237
317,789,1106
199,363,562
19,935,954
646,502,1148
205,892,1097
569,320,889
928,960,1888
496,68,564
18,45,63
121,865,986
867,348,1215
99,846,945
578,495,1073
333,126,459
65,554,619
713,195,908
390,891,1281
912,791,1703
743,653,1396
71,203,274
255,222,477
51,564,615
127,821,948
273,817,1090
167,548,715
997,709,1706
287,702,989
502,229,731
928,630,1558
412,400,812
292,895,1187
316,748,1064
307,468,775
992,88,1080
581,999,1580
72,602,674
9,242,251
143,195,338
708,999,1707
167,482,649
58,878,936
269,322,591
587,310,897
565,233,798
171,584,755
670,419,1089
859,233,1092
311,553,864
459,296,755
401,512,913
33,359,392
150,923,1073
952,652,1604
807,241,1048
327,263,590
770,905,1675
952,21,973
363,387,750
762,661,1423
149,122,271
113,277,390
815,354,1169
579,769,1348
563,45,608
421,864,1285
289,834,1123
37,989,1026
491,151,642
673,794,1467
992,353,1345
343,351,694
924,269,1193
241,732,973
195,771,966
770,796,1566
455,566,1021
312,669,981
962,891,1853
517,362,879
884,399,1283
979,572,1551
296,623,919
993,747,1740
774,965,1739
288,559,847
71,108,179
107,861,968
508,946,1454
968,751,1719
216,978,1194
170,995,1165
40,800,840
461,888,1349
873,977,1850
358,996,1354
21,703,724
196,230,426
476,382,858
305,736,1041
1,133,134
70,820,890
876,372,1248
430,90,520
892,428,1320
145,835,980
677,874,1551
869,258,1127
897,644,1541
414,832,1246
894,952,1846
885,271,1156
713,699,1412
760,567,1327
107,821,928
568,146,714
660,645,1305
141,770,911
231,157,388
556,908,1464
694,159,853
414,125,539
323,155,478
340,759,1099
635,628,1263
181,635,816
316,860,1176
247,367,614
364,423,787
909,309,1218
818,271,1089
396,766,1162
942,545,1487
392,64,456
565,408,973
984,666,1650
993,271,1264
804,713,1517
649,392,1041
447,568,1015
75,564,639
369,60,429
375,651,1026
182,434,616
401,482,883
424,565,989
919,498,1417
616,934,1550
881,564,1445
620,446,1066
421,991,1412
294,266,560
384,790,1174
526,845,1371
364,631,995
778,489,1267
395,368,763
843,320,1163
910,541,1451
277,92,369
277,721,998
517,750,1267
265,26,291
994,900,1894
146,690,836
725,520,1245
470,433,903
497,91,588
670,842,1512
569,144,713
176,953,1129
941,713,1654
843,292,1135
533,613,1146
684,773,1457
610,464,1074
320,748,1068
843,731,1574
438,72,510
553,838,1391
767,662,1429
877,666,1543
248,623,871
706,481,1187
894,870,1764
647,350,997
711,773,1484
110,539,649
948,403,1351
981,520,1501
207,95,302
396,753,1149
618,46,664
334,66,400
620,421,1041
147,204,351
589,713,1302
112,298,410
568,112,680
546,288,834
69,768,837
486,211,697
585,423,1008
114,996,1110
308,533,841
701,195,896
583,831,1414
536,153,689
533,983,1516
979,235,1214
134,984,1118
671,916,1587
325,414,739
286,352,638
447,570,1017
69,403,472
716,313,1029
462,69,531
608,63,671
91,289,380
933,462,1395
483,851,1334
460,401,861
967,607,1574
444,102,546
729,591,1320
655,628,1283
587,500,1087
93,454,547
874,57,931
786,102,888
779,367,1146
474,488,962
435,735,1170
20,265,285
949,466,1415
459,620,1079
60,617,677
616,53,669
931,159,1090
186,987,1173
359,276,635
271,668,939
553,379,932
877,60,937
417,205,622
511,241,752
828,942,1770
733,5,738
820,27,847
40,452,492
546,811,1357
803,45,848
881,789,1670
704,205,909
846,181,1027
939,692,1631
159,144,303
190,778,968
147,315,462
138,368,506
811,800,1611
377,873,1250
489,980,1469
979,54,1033
453,79,532
924,493,1417
36,97,133
51,765,816
207,459,666
961,264,1225
3,936,939
315,540,855
285,366,651
78,642,720
507,236,743
595,746,1341
586,742,1328
398,864,1262
528,986,1514
629,955,1584
198,423,621
381,859,1240
803,431,1234
819,3,822
708,730,1438
237,485,722
474,313,787
679,970,1649
69,290,359
126,344,470
353,719,1072
134,279,413
596,866,1462
322,859,1181
65,995,1060
461,422,883
702,582,1284
376,245,621
803,869,1672
352,178,530
241,152,393
434,381,815
60,222,282
780,700,1480
790,13,803
125,993,1118
768,65,833
742,315,1057
806,80,886
203,455,658
535,124,659
243,166,409
625,588,1213
293,584,877
49,533,582
824,328,1152
666,860,1526
833,87,920
550,9,559
206,484,690
512,325,837
565,659,1224
773,203,976
388,850,1238
122,822,944
536,492,1028
621,198,819
616,245,861
977,658,1635
222,980,1202
978,252,1230
534,248,782
837,313,1150
138,831,969
797,717,1514
93,602,695
429,551,980
713,584,1297
267,692,959
885,644,1529
971,388,1359
52,41,93
357,879,1236
569,492,1061
194,276,470
313,950,1263
79,216,295
482,940,1422
369,240,609
296,245,541
858,75,933
996,456,1452
384,269,653
505,608,1113
832,859,1691
674,171,845
336,926,1262
961,582,1543
323,360,683
345,784,1129
490,864,1354
774,212,986
724,313,1037
34,852,886
842,726,1568
938,576,1514
592,943,1535
28,409,437
570,935,1505
974,372,1346
540,465,1005
219,649,868
638,137,775
35,737,772
171,967,1138
907,70,977
546,485,1031
337,457,794
5,953,958
17,778,795
765,960,1725
60,179,239
933,283,1216
982,399,1381
243,953,1196
983,239,1222
616,308,924
35,668,703
23,879,902
227,359,586
80,434,514
881,88,969
823,937,1760
716,721,1437
735,629,1364
213,906,1119
694,684,1378
652,143,795
355,146,501
29,275,304
144,156,300
843,606,1449
95,326,421
363,730,1093
107,436,543
780,10,790
465,378,843
734,385,1119
783,23,806
989,379,1368
327,766,1093
829,875,1704
263,357,620
264,875,1139
353,246,599
536,808,1344
877,504,1381
598,666,1264
150,834,984
36,766,802
222,661,883
904,76,980
893,207,1100
801,125,926
446,226,672
161,671,832
245,268,513
528,702,1230
643,878,1521
705,69,774
690,209,899
657,143,800
359,975,1334
340,933,1273
532,703,1235
283,635,918
973,905,1878
549,729,1278
584,292,876
261,665,926
829,580,1409
780,406,1186
53,983,1036
123,182,305
497,267,764
525,349,874
719,936,1655
653,883,1536
295,715,1010
290,853,1143
334,715,1049
471,431,902
175,921,1096
683,55,738
771,697,1468
608,538,1146
472,638,1110
403,878,1281
437,745,1182
998,47,1045
131,211,342
712,668,1380
653,911,1564
50,303,353
531,964,1495
759,273,1032
879,393,1272
345,596,941
558,874,1432
45,571,616
737,583,1320
887,380,1267
267,988,1255
242,135,377
708,517,1225
453,939,1392
564,216,780
540,784,1324
877,758,1635
732,586,1318
719,446,1165
423,723,1146
852,647,1499
846,890,1736
584,315,899
331,211,542
971,219,1190
493,923,1416
46,800,846
185,542,727
19,179,198
549,473,1022
84,253,337
664,438,1102
979,203,1182
396,89,485
456,51,507
355,312,667
813,819,1632
239,250,489
789,618,1407
506,127,633
809,70,879
984,925,1909
398,43,441
204,627,831
14,783,797
327,741,1068
251,888,1139
28,945,973
200,762,962
288,221,509
165,435,600
635,812,1447
252,17,269
782,224,1006
649,719,1368
503,2,505
67,275,342
68,568,636
717,931,1648
712,213,925
552,95,647
163,370,533
402,841,1243
825,871,1696
501,292,793
334,576,910
506,379,885
268,251,519
310,66,376
513,597,1110
362,944,1306
700,736,1436
705,891,1596
175,142,317
773,844,1617
109,449,558
461,562,1023
254,560,814
328,190,518
626,867,1493
996,311,1307
742,510,1252
827,43,870
816,822,1638
937,69,1006
129,906,1035
515,319,834
808,841,1649
125,836,961
769,944,1713
739,743,1482
472,341,813
523,13,536
18,0,18
331,77,408
429,541,970
964,207,1171
967,760,1727
318,315,633
300,181,481
902,648,1550
976,548,1524
274,200,474
680,208,888
802,742,1544
312,707,1019
692,543,1235
127,751,878
900,614,1514
162,130,292
74,791,865
184,161,345
391,337,728
341,994,1335
610,639,1249
142,132,274
783,448,1231
874,110,984
699,310,1009
518,918,1436
121,603,724
120,5,125
794,631,1425
199,501,700
12,827,839
334,231,565
356,698,1054
135,126,261
78,114,192
59,13,72
354,160,514
485,122,607
813,177,990
118,816,934
565,832,1397
110,294,404
979,126,1105
688,950,1638
756,938,1694
334,760,1094
107,413,520
580,85,665
777,59,836
330,355,685
705,975,1680
61,229,290
430,40,470
133,375,508
663,618,1281
89,245,334
221,775,996
529,529,1058
573,204,777
687,36,723
400,966,1366
610,31,641
288,27,315
418,520,938
333,377,710
624,534,1158
523,719,1242
288,273,561
154,382,536
143,72,215
277,378,655
91,910,1001
33,181,214
988,395,1383
491,737,1228
756,272,1028
591,254,845
792,605,1397
467,719,1186
260,563,823
518,58,576
751,47,798
975,383,1358
410,74,484
15,313,328
162,572,734
950,915,1865
421,741,1162
606,444,1050
883,350,1233
651,505,1156
448,765,1213
879,861,1740
357,174,531
633,922,1555
284,193,477
771,49,820
731,458,1189
7,225,232
778,11,789
175,136,311
860,579,1439
754,694,1448
711,999,1710
55,693,748
550,624,1174
418,308,726
110,497,607
795,970,1765
247,86,333
966,169,1135
282,229,511
296,277,573
329,555,884
640,557,1197
588,545,1133
131,757,888
736,802,1538
994,808,1802
651,641,1292
751,587,1338
861,3,864
278,130,408
333,177,510
342,584,926
618,411,1029
532,821,1353
52,478,530
625,342,967
28,232,260
388,394,782
797,195,992
892,76,968
135,913,1048
36,110,146
917,36,953
629,858,1487
258,941,1199
848,446,1294
538,910,1448
945,129,1074
129,936,1065
398,320,718
680,25,705
488,233,721
583,384,967
680,760,1440
136,792,928
706,745,1451
119,487,606
616,8,624
112,277,389
20,792,812
974,548,1522
479,941,1420
545,32,577
624,51,675
327,183,510
791,778,1569
351,188,539
605,135,740
975,244,1219
316,500,816
641,610,1251
164,796,960
382,814,1196
372,235,607
671,807,1478
914,17,931
971,268,1239
23,718,741
523,48,571
73,935,1008
783,155,938
300,442,742
430,457,887
793,280,1073
348,793,1141
316,257,573
665,306,971
140,709,849
612,437,1049
392,18,410
752,975,1727
925,491,1416
740,391,1131
941,641,1582
814,649,1463
882,275,1157
731,838,1569
958,607,1565
335,291,626
891,717,1608
551,279,830
682,899,1581
405,960,1365
586,653,1239
198,865,1063
39,794,833
859,760,1619
298,152,450
276,449,725
902,913,1815
490,748,1238
120,313,433
630,487,1117
239,333,572
589,498,1087
157,496,653
823,694,1517
711,443,1154
965,627,1592
1,475,476
116,756,872
839,194,1033
506,536,1042
306,910,1216
605,423,1028
349,496,845
555,605,1160
41,916,957
296,205,501
609,161,770
303,365,668
460,161,621
800,123,923
290,735,1025
549,148,697
134,56,190
879,35,914
786,413,1199
585,199,784
785,961,1746
311,746,1057
954,973,1927
370,700,1070
75,758,833
420,139,559
31,799,830
